ProductID,ProductDesc,ProductNumber,MakeFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,WeightUnitMeasureCode,ProductCategoryName,ProductSubCategoryName
762,"Road-650 Red, 44",BK-R50R-44,true,Red,100,75,486.7066,782.99,44,CM,18.77,LB,Components,Road Bikes
763,"Road-650 Red, 48",BK-R50R-48,true,Red,100,75,486.7066,782.99,48,CM,19.13,LB,Components,Road Bikes
764,"Road-650 Red, 52",BK-R50R-52,true,Red,100,75,486.7066,782.99,52,CM,19.42,LB,Components,Road Bikes
765,"Road-650 Black, 58",BK-R50B-58,true,Black,100,75,486.7066,782.99,58,CM,19.79,LB,Components,Road Bikes
766,"Road-650 Black, 60",BK-R50B-60,true,Black,100,75,486.7066,782.99,60,CM,19.9,LB,Components,Road Bikes
767,"Road-650 Black, 62",BK-R50B-62,true,Black,100,75,486.7066,782.99,62,CM,20.0,LB,Components,Road Bikes
768,"Road-650 Black, 44",BK-R50B-44,true,Black,100,75,486.7066,782.99,44,CM,18.77,LB,Components,Road Bikes
769,"Road-650 Black, 48",BK-R50B-48,true,Black,100,75,486.7066,782.99,48,CM,19.13,LB,Components,Road Bikes
770,"Road-650 Black, 52",BK-R50B-52,true,Black,100,75,486.7066,782.99,52,CM,19.42,LB,Components,Road Bikes
771,"Mountain-100 Silver, 38",BK-M82S-38,true,Silver,100,75,1912.1544,3399.99,38,CM,20.35,LB,Bikes,Mountain Bikes
772,"Mountain-100 Silver, 42",BK-M82S-42,true,Silver,100,75,1912.1544,3399.99,42,CM,20.77,LB,Bikes,Mountain Bikes
773,"Mountain-100 Silver, 44",BK-M82S-44,true,Silver,100,75,1912.1544,3399.99,44,CM,21.13,LB,Bikes,Mountain Bikes
774,"Mountain-100 Silver, 48",BK-M82S-48,true,Silver,100,75,1912.1544,3399.99,48,CM,21.42,LB,Bikes,Mountain Bikes
775,"Mountain-100 Black, 38",BK-M82B-38,true,Black,100,75,1898.0944,3374.99,38,CM,20.35,LB,Bikes,Mountain Bikes
776,"Mountain-100 Black, 42",BK-M82B-42,true,Black,100,75,1898.0944,3374.99,42,CM,20.77,LB,Bikes,Mountain Bikes
777,"Mountain-100 Black, 44",BK-M82B-44,true,Black,100,75,1898.0944,3374.99,44,CM,21.13,LB,Bikes,Mountain Bikes
778,"Mountain-100 Black, 48",BK-M82B-48,true,Black,100,75,1898.0944,3374.99,48,CM,21.42,LB,Bikes,Mountain Bikes
779,"Mountain-200 Silver, 38",BK-M68S-38,true,Silver,100,75,1265.6195,2319.99,38,CM,23.35,LB,Bikes,Mountain Bikes
780,"Mountain-200 Silver, 42",BK-M68S-42,true,Silver,100,75,1265.6195,2319.99,42,CM,23.77,LB,Bikes,Mountain Bikes
781,"Mountain-200 Silver, 46",BK-M68S-46,true,Silver,100,75,1265.6195,2319.99,46,CM,24.13,LB,Bikes,Mountain Bikes
782,"Mountain-200 Black, 38",BK-M68B-38,true,Black,100,75,1251.9813,2294.99,38,CM,23.35,LB,Bikes,Mountain Bikes
783,"Mountain-200 Black, 42",BK-M68B-42,true,Black,100,75,1251.9813,2294.99,42,CM,23.77,LB,Bikes,Mountain Bikes
784,"Mountain-200 Black, 46",BK-M68B-46,true,Black,100,75,1251.9813,2294.99,46,CM,24.13,LB,Bikes,Mountain Bikes
785,"Mountain-300 Black, 38",BK-M47B-38,true,Black,100,75,598.4354,1079.99,38,CM,25.35,LB,Bikes,Mountain Bikes
786,"Mountain-300 Black, 40",BK-M47B-40,true,Black,100,75,598.4354,1079.99,40,CM,25.77,LB,Bikes,Mountain Bikes
787,"Mountain-300 Black, 44",BK-M47B-44,true,Black,100,75,598.4354,1079.99,44,CM,26.13,LB,Bikes,Mountain Bikes
788,"Mountain-300 Black, 48",BK-M47B-48,true,Black,100,75,598.4354,1079.99,48,CM,26.42,LB,Bikes,Mountain Bikes
789,"Road-250 Red, 44",BK-R89R-44,true,Red,100,75,1518.7864,2443.35,44,CM,14.77,LB,Components,Road Bikes
790,"Road-250 Red, 48",BK-R89R-48,true,Red,100,75,1518.7864,2443.35,48,CM,15.13,LB,Components,Road Bikes
791,"Road-250 Red, 52",BK-R89R-52,true,Red,100,75,1518.7864,2443.35,52,CM,15.42,LB,Components,Road Bikes
792,"Road-250 Red, 58",BK-R89R-58,true,Red,100,75,1554.9479,2443.35,58,CM,15.79,LB,Components,Road Bikes
793,"Road-250 Black, 44",BK-R89B-44,true,Black,100,75,1554.9479,2443.35,44,CM,14.77,LB,Components,Road Bikes
794,"Road-250 Black, 48",BK-R89B-48,true,Black,100,75,1554.9479,2443.35,48,CM,15.13,LB,Components,Road Bikes
795,"Road-250 Black, 52",BK-R89B-52,true,Black,100,75,1554.9479,2443.35,52,CM,15.42,LB,Components,Road Bikes
796,"Road-250 Black, 58",BK-R89B-58,true,Black,100,75,1554.9479,2443.35,58,CM,15.68,LB,Components,Road Bikes
797,"Road-550-W Yellow, 38",BK-R64Y-38,true,Yellow,100,75,713.0798,1120.49,38,CM,17.35,LB,Components,Road Bikes
798,"Road-550-W Yellow, 40",BK-R64Y-40,true,Yellow,100,75,713.0798,1120.49,40,CM,17.77,LB,Components,Road Bikes
799,"Road-550-W Yellow, 42",BK-R64Y-42,true,Yellow,100,75,713.0798,1120.49,42,CM,18.13,LB,Components,Road Bikes
800,"Road-550-W Yellow, 44",BK-R64Y-44,true,Yellow,100,75,713.0798,1120.49,44,CM,18.42,LB,Components,Road Bikes
801,"Road-550-W Yellow, 48",BK-R64Y-48,true,Yellow,100,75,713.0798,1120.49,48,CM,18.68,LB,Components,Road Bikes
802,LL Fork,FK-1639,true,N/A,500,375,65.8097,148.22,,,,,,Forks
803,ML Fork,FK-5136,true,N/A,500,375,77.9176,175.49,,,,,,Forks
804,HL Fork,FK-9939,true,N/A,500,375,101.8936,229.49,,,,,,Forks
805,LL Headset,HS-0296,true,N/A,500,375,15.1848,34.2,,,,,Accessories,Headsets
806,ML Headset,HS-2451,true,N/A,500,375,45.4168,102.29,,,,,Accessories,Headsets
807,HL Headset,HS-3479,true,N/A,500,375,55.3801,124.73,,,,,Accessories,Headsets
808,LL Mountain Handlebars,HB-M243,true,N/A,500,375,19.7758,44.54,,,,,Accessories,Handlebars
809,ML Mountain Handlebars,HB-M763,true,N/A,500,375,27.4925,61.92,,,,,Accessories,Handlebars
810,HL Mountain Handlebars,HB-M918,true,N/A,500,375,53.3999,120.27,,,,,Accessories,Handlebars
811,LL Road Handlebars,HB-R504,true,N/A,500,375,19.7758,44.54,,,,,Accessories,Handlebars
812,ML Road Handlebars,HB-R720,true,N/A,500,375,27.4925,61.92,,,,,Accessories,Handlebars
813,HL Road Handlebars,HB-R956,true,N/A,500,375,53.3999,120.27,,,,,Accessories,Handlebars
814,"ML Mountain Frame - Black, 38",FR-M63B-38,true,Black,500,375,185.8193,348.76,38,CM,2.73,LB,Components,Mountain Frames
815,LL Mountain Front Wheel,FW-M423,true,Black,500,375,26.9708,60.745,,,,,Components,Wheels
816,ML Mountain Front Wheel,FW-M762,true,Black,500,375,92.8071,209.025,,,,,Components,Wheels
817,HL Mountain Front Wheel,FW-M928,true,Black,500,375,133.2955,300.215,,,,,Components,Wheels
818,LL Road Front Wheel,FW-R623,true,Black,500,375,37.9909,85.565,,,900.0,G,Components,Wheels
819,ML Road Front Wheel,FW-R762,true,Black,500,375,110.2829,248.385,,,850.0,G,Components,Wheels
820,HL Road Front Wheel,FW-R820,true,Black,500,375,146.5466,330.06,,,650.0,G,Components,Wheels
821,Touring Front Wheel,FW-T905,true,Black,500,375,96.7964,218.01,,,,,Components,Wheels
822,"ML Road Frame-W - Yellow, 38",FR-R72Y-38,true,Yellow,500,375,360.9428,594.83,38,CM,2.18,LB,Components,Road Frames
823,LL Mountain Rear Wheel,RW-M423,true,Black,500,375,38.9588,87.745,,,,,Components,Wheels
824,ML Mountain Rear Wheel,RW-M762,true,Black,500,375,104.7951,236.025,,,,,Components,Wheels
825,HL Mountain Rear Wheel,RW-M928,true,Black,500,375,145.2835,327.215,,,,,Components,Wheels
826,LL Road Rear Wheel,RW-R623,true,Black,500,375,49.9789,112.565,,,1050.0,G,Components,Wheels
827,ML Road Rear Wheel,RW-R762,true,Black,500,375,122.2709,275.385,,,1000.0,G,Components,Wheels
828,HL Road Rear Wheel,RW-R820,true,Black,500,375,158.5346,357.06,,,890.0,G,Components,Wheels
829,Touring Rear Wheel,RW-T905,true,Black,500,375,108.7844,245.01,,,,,Components,Wheels
830,"ML Mountain Frame - Black, 40",FR-M63B-40,true,Black,500,375,185.8193,348.76,40,CM,2.77,LB,Components,Mountain Frames
831,"ML Mountain Frame - Black, 44",FR-M63B-44,true,Black,500,375,185.8193,348.76,44,CM,2.81,LB,Components,Mountain Frames
832,"ML Mountain Frame - Black, 48",FR-M63B-48,true,Black,500,375,185.8193,348.76,48,CM,2.85,LB,Components,Mountain Frames
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,true,Yellow,500,375,360.9428,594.83,40,CM,2.22,LB,Components,Road Frames
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,true,Yellow,500,375,360.9428,594.83,42,CM,2.26,LB,Components,Road Frames
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,true,Yellow,500,375,360.9428,594.83,44,CM,2.3,LB,Components,Road Frames
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,true,Yellow,500,375,360.9428,594.83,48,CM,2.34,LB,Components,Road Frames
837,"HL Road Frame - Black, 62",FR-R92B-62,true,Black,500,375,868.6342,1431.5,62,CM,2.3,LB,Components,Road Frames
838,"HL Road Frame - Black, 44",FR-R92B-44,true,Black,500,375,868.6342,1431.5,44,CM,2.12,LB,Components,Road Frames
839,"HL Road Frame - Black, 48",FR-R92B-48,true,Black,500,375,868.6342,1431.5,48,CM,2.16,LB,Components,Road Frames
840,"HL Road Frame - Black, 52",FR-R92B-52,true,Black,500,375,868.6342,1431.5,52,CM,2.2,LB,Components,Road Frames
841,"Men's Sports Shorts, S",SH-M897-S,false,Black,4,3,24.7459,59.99,S,,,,Clothing,Shorts
842,"Touring-Panniers, Large",PA-T100,false,Grey,4,3,51.5625,125.0,,,,,,Panniers
843,Cable Lock,LO-C100,false,N/A,4,3,10.3125,25.0,,,,,Accessories,Locks
844,Minipump,PU-0452,false,N/A,4,3,8.2459,19.99,,,,,Accessories,Pumps
845,Mountain Pump,PU-M044,false,N/A,4,3,10.3084,24.99,,,,,Accessories,Pumps
846,Taillights - Battery-Powered,LT-T990,false,N/A,4,3,5.7709,13.99,,,,,Accessories,Lights
847,Headlights - Dual-Beam,LT-H902,false,N/A,4,3,14.4334,34.99,,,,,Accessories,Lights
848,Headlights - Weatherproof,LT-H903,false,N/A,4,3,18.5584,44.99,,,,,Accessories,Lights
849,"Men's Sports Shorts, M",SH-M897-M,false,Black,4,3,24.7459,59.99,M,,,,Clothing,Shorts
850,"Men's Sports Shorts, L",SH-M897-L,false,Black,4,3,24.7459,59.99,L,,,,Clothing,Shorts
851,"Men's Sports Shorts, XL",SH-M897-X,false,Black,4,3,24.7459,59.99,XL,,,,Clothing,Shorts
852,"Women's Tights, S",TG-W091-S,false,Black,4,3,30.9334,74.99,S,,,,Clothing,Tights
853,"Women's Tights, M",TG-W091-M,false,Black,4,3,30.9334,74.99,M,,,,Clothing,Tights
854,"Women's Tights, L",TG-W091-L,false,Black,4,3,30.9334,74.99,L,,,,Clothing,Tights
855,"Men's Bib-Shorts, S",SB-M891-S,false,Multi,4,3,37.1209,89.99,S,,,,,Bib-Shorts
856,"Men's Bib-Shorts, M",SB-M891-M,false,Multi,4,3,37.1209,89.99,M,,,,,Bib-Shorts
857,"Men's Bib-Shorts, L",SB-M891-L,false,Multi,4,3,37.1209,89.99,L,,,,,Bib-Shorts
858,"Half-Finger Gloves, S",GL-H102-S,false,Black,4,3,9.1593,24.49,S,,,,Clothing,Gloves
859,"Half-Finger Gloves, M",GL-H102-M,false,Black,4,3,9.1593,24.49,M,,,,Clothing,Gloves
860,"Half-Finger Gloves, L",GL-H102-L,false,Black,4,3,9.1593,24.49,L,,,,Clothing,Gloves
861,"Full-Finger Gloves, S",GL-F110-S,false,Black,4,3,15.6709,37.99,S,,,,Clothing,Gloves
862,"Full-Finger Gloves, M",GL-F110-M,false,Black,4,3,15.6709,37.99,M,,,,Clothing,Gloves
863,"Full-Finger Gloves, L",GL-F110-L,false,Black,4,3,15.6709,37.99,L,,,,Clothing,Gloves
864,"Classic Vest, S",VE-C304-S,false,Blue,4,3,23.749,63.5,S,,,,Clothing,Vests
865,"Classic Vest, M",VE-C304-M,false,Blue,4,3,23.749,63.5,M,,,,Clothing,Vests
866,"Classic Vest, L",VE-C304-L,false,Blue,4,3,23.749,63.5,L,,,,Clothing,Vests
867,"Women's Mountain Shorts, S",SH-W890-S,false,Black,4,3,26.1763,69.99,S,,,,Clothing,Shorts
868,"Women's Mountain Shorts, M",SH-W890-M,false,Black,4,3,26.1763,69.99,M,,,,Clothing,Shorts
869,"Women's Mountain Shorts, L",SH-W890-L,false,Black,4,3,26.1763,69.99,L,,,,Clothing,Shorts
870,Water Bottle - 30 oz.,WB-H098,false,N/A,4,3,1.8663,4.99,,,,,,Bottles and Cages
871,Mountain Bottle Cage,BC-M005,false,N/A,4,3,3.7363,9.99,,,,,,Bottles and Cages
872,Road Bottle Cage,BC-R205,false,N/A,4,3,3.3623,8.99,,,,,,Bottles and Cages
873,Patch Kit/8 Patches,PK-7098,false,N/A,4,3,0.8565,2.29,,,,,,Tires and Tubes
874,"Racing Socks, M",SO-R809-M,false,White,4,3,3.3623,8.99,M,,,,Clothing,Socks
875,"Racing Socks, L",SO-R809-L,false,White,4,3,3.3623,8.99,L,,,,Clothing,Socks
876,Hitch Rack - 4-Bike,RA-H123,false,N/A,4,3,44.88,120.0,,,,,,Bike Racks
877,Bike Wash - Dissolver,CL-9009,false,N/A,4,3,2.9733,7.95,,,,,,Cleaners
878,Fender Set - Mountain,FE-6654,false,N/A,4,3,8.2205,21.98,,,,,,Fenders
879,All-Purpose Bike Stand,ST-1401,false,N/A,4,3,59.466,159.0,,,,,,Bike Stands
880,Hydration Pack - 70 oz.,HY-1023-70,false,Silver,4,3,20.5663,54.99,70,,,,,Hydration Packs
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,false,Yellow,4,3,41.5723,53.99,S,,,,,Jerseys
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,false,Yellow,4,3,41.5723,53.99,M,,,,,Jerseys
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,false,Yellow,4,3,41.5723,53.99,L,,,,,Jerseys
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,false,Yellow,4,3,41.5723,53.99,XL,,,,,Jerseys
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,true,Yellow,500,375,601.7437,1003.91,60,CM,3.08,LB,Components,Touring Frames
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,true,Yellow,500,375,199.8519,333.42,62,CM,3.2,LB,Components,Touring Frames
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,true,Yellow,500,375,601.7437,1003.91,46,CM,2.96,LB,Components,Touring Frames
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,true,Yellow,500,375,601.7437,1003.91,50,CM,3.0,LB,Components,Touring Frames
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,true,Yellow,500,375,601.7437,1003.91,54,CM,3.04,LB,Components,Touring Frames
890,"HL Touring Frame - Blue, 46",FR-T98U-46,true,Blue,500,375,601.7437,1003.91,46,CM,2.96,LB,Components,Touring Frames
891,"HL Touring Frame - Blue, 50",FR-T98U-50,true,Blue,500,375,601.7437,1003.91,50,CM,3.0,LB,Components,Touring Frames
892,"HL Touring Frame - Blue, 54",FR-T98U-54,true,Blue,500,375,601.7437,1003.91,54,CM,3.04,LB,Components,Touring Frames
893,"HL Touring Frame - Blue, 60",FR-T98U-60,true,Blue,500,375,601.7437,1003.91,60,CM,3.08,LB,Components,Touring Frames
894,Rear Derailleur,RD-2308,true,Silver,500,375,53.9282,121.46,,,215.0,G,,Derailleurs
895,"LL Touring Frame - Blue, 50",FR-T67U-50,true,Blue,500,375,199.8519,333.42,50,CM,3.1,LB,Components,Touring Frames
896,"LL Touring Frame - Blue, 54",FR-T67U-54,true,Blue,500,375,199.8519,333.42,54,CM,3.14,LB,Components,Touring Frames
897,"LL Touring Frame - Blue, 58",FR-T67U-58,true,Blue,500,375,199.8519,333.42,58,CM,3.16,LB,Components,Touring Frames
898,"LL Touring Frame - Blue, 62",FR-T67U-62,true,Blue,500,375,199.8519,333.42,62,CM,3.2,LB,Components,Touring Frames
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,true,Yellow,500,375,199.8519,333.42,44,CM,3.02,LB,Components,Touring Frames
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,true,Yellow,500,375,199.8519,333.42,50,CM,3.1,LB,Components,Touring Frames
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,true,Yellow,500,375,199.8519,333.42,54,CM,3.14,LB,Components,Touring Frames
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,true,Yellow,500,375,199.8519,333.42,58,CM,3.16,LB,Components,Touring Frames
903,"LL Touring Frame - Blue, 44",FR-T67U-44,true,Blue,500,375,199.8519,333.42,44,CM,3.02,LB,Components,Touring Frames
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,true,Silver,500,375,199.3757,364.09,40,CM,2.77,LB,Components,Mountain Frames
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,true,Silver,500,375,199.3757,364.09,42,CM,2.81,LB,Components,Mountain Frames
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,true,Silver,500,375,199.3757,364.09,46,CM,2.85,LB,Components,Mountain Frames
907,Rear Brakes,RB-9231,false,Silver,500,375,47.286,106.5,,,317.0,G,,Brakes
908,LL Mountain Seat/Saddle,SE-M236,false,N/A,500,375,12.0413,27.12,,,,,Components,Saddles
909,ML Mountain Seat/Saddle,SE-M798,false,N/A,500,375,17.3782,39.14,,,,,Components,Saddles
910,HL Mountain Seat/Saddle,SE-M940,false,N/A,500,375,23.3722,52.64,,,,,Components,Saddles
911,LL Road Seat/Saddle,SE-R581,false,N/A,500,375,12.0413,27.12,,,,,Components,Saddles
912,ML Road Seat/Saddle,SE-R908,false,N/A,500,375,17.3782,39.14,,,,,Components,Saddles
913,HL Road Seat/Saddle,SE-R995,false,N/A,500,375,23.3722,52.64,,,,,Components,Saddles
914,LL Touring Seat/Saddle,SE-T312,false,N/A,500,375,12.0413,27.12,,,,,Components,Saddles
915,ML Touring Seat/Saddle,SE-T762,false,N/A,500,375,17.3782,39.14,,,,,Components,Saddles
916,HL Touring Seat/Saddle,SE-T924,false,N/A,500,375,23.3722,52.64,,,,,Components,Saddles
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,true,Silver,500,375,144.5938,264.05,42,CM,2.92,LB,Components,Mountain Frames
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,true,Silver,500,375,144.5938,264.05,44,CM,2.96,LB,Components,Mountain Frames
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,true,Silver,500,375,144.5938,264.05,48,CM,3.0,LB,Components,Mountain Frames
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,true,Silver,500,375,144.5938,264.05,52,CM,3.04,LB,Components,Mountain Frames
921,Mountain Tire Tube,TT-M928,false,N/A,500,375,1.8663,4.99,,,,,,Tires and Tubes
922,Road Tire Tube,TT-R982,false,N/A,500,375,1.4923,3.99,,,,,,Tires and Tubes
923,Touring Tire Tube,TT-T092,false,N/A,500,375,1.8663,4.99,,,,,,Tires and Tubes
924,"LL Mountain Frame - Black, 42",FR-M21B-42,true,Black,500,375,136.785,249.79,42,CM,2.92,LB,Components,Mountain Frames
925,"LL Mountain Frame - Black, 44",FR-M21B-44,true,Black,500,375,136.785,249.79,44,CM,2.96,LB,Components,Mountain Frames
926,"LL Mountain Frame - Black, 48",FR-M21B-48,true,Black,500,375,136.785,249.79,48,CM,3.0,LB,Components,Mountain Frames
