SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount
43676,153,3,775,2024.994,0.0
43676,154,4,709,5.7,0.0
43677,155,3,715,28.8404,0.0
43677,156,1,753,2146.962,0.0
43677,157,1,758,874.794,0.0
43677,158,1,770,419.4589,0.0
43677,159,2,708,20.1865,0.0
43677,160,4,760,419.4589,0.0
43677,161,2,765,419.4589,0.0
43677,162,1,763,419.4589,0.0
43677,163,5,712,5.1865,0.0
43677,164,1,707,20.1865,0.0
43677,165,1,754,874.794,0.0
43677,166,2,729,183.9382,0.0
43678,167,1,760,419.4589,0.0
43678,168,2,738,178.5808,0.0
43678,169,1,765,419.4589,0.0
43678,170,2,732,356.898,0.0
43678,171,3,762,419.4589,0.0
43678,172,2,761,419.4589,0.0
43678,173,3,712,5.1865,0.0
43678,174,4,708,20.1865,0.0
43678,175,2,729,183.9382,0.0
43678,176,1,756,874.794,0.0
43678,177,2,725,183.9382,0.0
43678,178,1,716,28.8404,0.0
43678,179,1,770,419.4589,0.0
43678,180,2,758,874.794,0.0
43678,181,2,715,28.8404,0.0
43678,182,1,754,874.794,0.0
43678,183,1,755,874.794,0.0
43678,184,3,711,20.1865,0.0
43678,185,1,707,20.1865,0.0
43679,186,1,760,419.4589,0.0
43679,187,2,770,419.4589,0.0
43679,188,2,715,28.8404,0.0
43680,189,3,760,419.4589,0.0
43680,190,2,756,874.794,0.0
43680,191,2,738,178.5808,0.0
43680,192,4,707,20.1865,0.0
43680,193,1,729,183.9382,0.0
43680,194,1,711,20.1865,0.0
43680,195,2,715,28.8404,0.0
43680,196,2,725,183.9382,0.0
43680,197,1,758,874.794,0.0
43680,198,1,761,419.4589,0.0
43680,199,2,753,2146.962,0.0
43680,200,2,708,20.1865,0.0
43680,201,3,765,419.4589,0.0
43680,202,3,712,5.1865,0.0
43680,203,1,763,419.4589,0.0
43681,204,6,715,28.8404,0.0
43681,205,5,762,419.4589,0.0
43681,206,1,732,356.898,0.0
43681,207,1,707,20.1865,0.0
43681,208,1,729,183.9382,0.0
43681,209,2,708,20.1865,0.0
43681,210,3,770,419.4589,0.0
43681,211,2,730,183.9382,0.0
43681,212,3,758,874.794,0.0
43681,213,1,768,419.4589,0.0
43681,214,2,761,419.4589,0.0
43681,215,2,738,178.5808,0.0
43681,216,1,753,2146.962,0.0
43681,217,2,714,28.8404,0.0
43681,218,2,764,419.4589,0.0
43681,219,2,760,419.4589,0.0
43681,220,1,756,874.794,0.0
43681,221,2,716,28.8404,0.0
43681,222,2,711,20.1865,0.0
43681,223,1,725,183.9382,0.0
43681,224,2,712,5.1865,0.0
43682,225,2,758,874.794,0.0
43682,226,1,762,419.4589,0.0
43682,227,2,760,419.4589,0.0
43682,228,2,770,419.4589,0.0
43682,229,1,715,28.8404,0.0
43683,230,2,776,2024.994,0.0
43683,231,2,715,28.8404,0.0
43683,232,2,773,2039.994,0.0
43683,233,1,774,2039.994,0.0
43683,234,1,708,20.1865,0.0
43683,235,2,711,20.1865,0.0
43683,236,3,712,5.1865,0.0
43683,237,4,775,2024.994,0.0
43683,238,6,777,2024.994,0.0
43683,239,1,772,2039.994,0.0
43683,240,3,707,20.1865,0.0
43683,241,5,778,2024.994,0.0
43683,242,6,709,5.7,0.0
43684,243,2,754,874.794,0.0
43684,244,2,762,419.4589,0.0
43684,245,1,760,419.4589,0.0
43684,246,2,758,874.794,0.0
43684,247,1,770,419.4589,0.0
43684,248,1,763,419.4589,0.0
43685,249,3,765,419.4589,0.0
43685,250,1,763,419.4589,0.0
43685,251,1,754,874.794,0.0
43685,252,1,725,183.9382,0.0
43686,253,3,758,874.794,0.0
43686,254,1,762,419.4589,0.0
43686,255,1,770,419.4589,0.0
43687,256,1,768,419.4589,0.0
43687,257,2,765,419.4589,0.0
43688,258,1,725,183.9382,0.0
43688,259,2,760,419.4589,0.0
43688,260,3,762,419.4589,0.0
43688,261,1,738,178.5808,0.0
43688,262,1,763,419.4589,0.0
43688,263,2,729,183.9382,0.0
43688,264,2,754,874.794,0.0
43688,265,2,758,874.794,0.0
43688,266,3,765,419.4589,0.0
43688,267,1,770,419.4589,0.0
43688,268,2,753,2146.962,0.0
43689,269,3,764,419.4589,0.0
43689,270,2,738,178.5808,0.0
43689,271,2,725,183.9382,0.0
43689,272,1,753,2146.962,0.0
43689,273,2,755,874.794,0.0
43689,274,4,766,419.4589,0.0
43689,275,2,770,419.4589,0.0
43689,276,7,760,419.4589,0.0
43689,277,3,726,183.9382,0.0
43689,278,1,722,178.5808,0.0
43689,279,6,763,419.4589,0.0
43689,280,2,729,183.9382,0.0
43689,281,2,730,183.9382,0.0
43689,282,2,732,356.898,0.0
43689,283,5,765,419.4589,0.0
43689,284,2,768,419.4589,0.0
43689,285,2,761,419.4589,0.0
43689,286,3,758,874.794,0.0
43689,287,2,749,2146.962,0.0
43689,288,9,762,419.4589,0.0
43689,289,4,754,874.794,0.0
43690,290,1,715,28.8404,0.0
43690,291,1,770,419.4589,0.0
43690,292,2,712,5.1865,0.0
43690,293,2,760,419.4589,0.0
43691,294,1,758,874.794,0.0
43692,295,5,770,419.4589,0.0
43692,296,1,725,183.9382,0.0
43692,297,8,754,874.794,0.0
43692,298,2,730,183.9382,0.0
43692,299,10,715,28.8404,0.0
43692,300,1,768,419.4589,0.0
43692,301,4,756,874.794,0.0
43692,302,2,738,178.5808,0.0
43692,303,8,758,874.794,0.0
43692,304,3,708,20.1865,0.0
43692,305,6,762,419.4589,0.0
43692,306,3,732,356.898,0.0
43692,307,6,712,5.1865,0.0
43692,308,4,714,28.8404,0.0
43692,309,7,760,419.4589,0.0
43692,310,2,755,874.794,0.0
43692,311,4,716,28.8404,0.0
43692,312,2,765,419.4589,0.0
43692,313,1,764,419.4589,0.0
43692,314,2,753,2146.962,0.0
43692,315,1,766,419.4589,0.0
43692,316,1,722,178.5808,0.0
43692,317,3,761,419.4589,0.0
43692,318,3,711,20.1865,0.0
43692,319,1,763,419.4589,0.0
43692,320,2,729,183.9382,0.0
43692,321,4,707,20.1865,0.0
43692,322,2,726,183.9382,0.0
43693,323,3,716,28.8404,0.0
43693,324,1,773,2039.994,0.0
43693,325,6,709,5.7,0.0
43693,326,2,707,20.1865,0.0
43693,327,3,771,2039.994,0.0
43693,328,2,708,20.1865,0.0
43693,329,1,774,2039.994,0.0
43693,330,3,777,2024.994,0.0
43693,331,1,772,2039.994,0.0
43693,332,1,778,2024.994,0.0
43694,333,3,776,2024.994,0.0
43694,334,3,771,2039.994,0.0
43694,335,2,715,28.8404,0.0
43694,336,1,772,2039.994,0.0
43694,337,3,716,28.8404,0.0
43694,338,1,707,20.1865,0.0
43694,339,-1,707,20.1865,0.0
43694,340,1,774,2039.994,0.0
43694,341,2,773,2039.994,0.0
43694,342,1,712,5.1865,0.0
43694,343,5,711,20.1865,0.0
43695,344,2,774,2039.994,0.0
43695,345,2,748,722.5949,0.0
43695,346,1,747,714.7043,0.0
43695,347,1,742,722.5949,0.0
43695,348,5,777,2024.994,0.0
43695,349,6,778,2024.994,0.0
43695,350,2,709,5.7,0.0
43695,351,5,775,2024.994,0.0
43696,352,1,762,419.4589,0.0
43697,353,1,749,3578.27,0.0
43698,354,1,773,3399.99,0.0
43699,355,1,773,3399.99,0.0
43700,356,1,767,699.0982,0.0
43701,357,1,773,3399.99,0.0
43702,358,1,750,3578.27,0.0
43703,359,1,749,3578.27,0.0
43704,360,1,778,3374.99,0.0
43705,361,1,771,3399.99,0.0
43706,362,1,751,3578.27,0.0
43707,363,1,751,3578.27,0.0
43708,364,1,764,699.0982,0.0
43709,365,1,752,3578.27,0.0
43710,366,1,753,3578.27,0.0
43711,367,1,753,3578.27,0.0
43712,368,1,750,3578.27,0.0
43713,369,1,749,3578.27,0.0
43714,370,1,750,3578.27,0.0
43715,371,1,753,3578.27,0.0
43716,372,1,750,3578.27,0.0
43717,373,1,767,699.0982,0.0
43718,374,1,750,3578.27,0.0
43719,375,1,751,3578.27,0.0
43720,376,1,750,3578.27,0.0
43721,377,1,749,3578.27,0.0
43722,378,1,751,3578.27,0.0
43723,379,1,765,699.0982,0.0
43724,380,1,750,3578.27,0.0
43725,381,1,750,3578.27,0.0
43726,382,1,765,699.0982,0.0
43727,383,1,750,3578.27,0.0
43728,384,1,752,3578.27,0.0
43729,385,1,773,3399.99,0.0
43730,386,1,773,3399.99,0.0
43731,387,1,753,3578.27,0.0
43732,388,1,777,3374.99,0.0
43733,389,1,751,3578.27,0.0
43734,390,1,751,3578.27,0.0
43735,391,1,749,3578.27,0.0
43736,392,1,773,3399.99,0.0
43737,393,1,750,3578.27,0.0
43738,394,1,751,3578.27,0.0
43739,395,1,749,3578.27,0.0
43740,396,1,751,3578.27,0.0
43741,397,1,749,3578.27,0.0
43742,398,1,753,3578.27,0.0
43743,399,1,774,3399.99,0.0
43744,400,1,752,3578.27,0.0
43745,401,1,750,3578.27,0.0
43746,402,1,751,3578.27,0.0
43747,403,1,753,3578.27,0.0
43748,404,1,752,3578.27,0.0
43749,405,1,753,3578.27,0.0
43750,406,1,750,3578.27,0.0
43751,407,1,752,3578.27,0.0
43752,408,1,750,3578.27,0.0
43753,409,1,749,3578.27,0.0
43754,410,1,751,3578.27,0.0
43755,411,1,750,3578.27,0.0
43756,412,1,765,699.0982,0.0
43757,413,1,777,3374.99,0.0
43758,414,1,749,3578.27,0.0
43759,415,1,749,3578.27,0.0
43760,416,1,753,3578.27,0.0
43761,417,1,749,3578.27,0.0
43762,418,1,753,3578.27,0.0
43763,419,1,752,3578.27,0.0
43764,420,1,749,3578.27,0.0
43765,421,1,773,3399.99,0.0
43766,422,1,752,3578.27,0.0
43767,423,1,777,3374.99,0.0
43768,424,1,751,3578.27,0.0
43769,425,1,751,3578.27,0.0
43770,426,1,751,3578.27,0.0
43771,427,1,764,699.0982,0.0
43772,428,1,751,3578.27,0.0
43773,429,1,753,3578.27,0.0
43774,430,1,752,3578.27,0.0
43775,431,1,774,3399.99,0.0
43776,432,1,753,3578.27,0.0
43777,433,1,750,3578.27,0.0
43778,434,1,772,3399.99,0.0
43779,435,1,762,699.0982,0.0
43780,436,1,750,3578.27,0.0
43781,437,1,751,3578.27,0.0
43782,438,1,751,3578.27,0.0
43783,439,1,751,3578.27,0.0
43784,440,1,749,3578.27,0.0
43785,441,1,750,3578.27,0.0
43786,442,1,750,3578.27,0.0
43787,443,1,771,3399.99,0.0
43788,444,1,778,3374.99,0.0
43789,445,1,778,3374.99,0.0
43790,446,1,771,3399.99,0.0
43791,447,1,753,3578.27,0.0
43792,448,1,751,3578.27,0.0
43793,449,1,771,3399.99,0.0
43794,450,1,774,3399.99,0.0
43795,451,1,751,3578.27,0.0
43796,452,1,770,699.0982,0.0
43797,453,1,751,3578.27,0.0
43798,454,1,749,3578.27,0.0
43799,455,1,751,3578.27,0.0
43800,456,1,750,3578.27,0.0
43801,457,1,750,3578.27,0.0
43802,458,1,751,3578.27,0.0
43803,459,1,753,3578.27,0.0
43804,460,1,749,3578.27,0.0
43805,461,1,763,699.0982,0.0
43806,462,1,751,3578.27,0.0
43807,463,1,751,3578.27,0.0
43808,464,1,752,3578.27,0.0
43809,465,1,749,3578.27,0.0
43810,466,1,772,3399.99,0.0
43811,467,1,773,3399.99,0.0
43812,468,1,751,3578.27,0.0
43813,469,1,777,3374.99,0.0
43814,470,1,777,3374.99,0.0
43815,471,1,750,3578.27,0.0
43816,472,1,753,3578.27,0.0
43817,473,1,749,3578.27,0.0
43818,474,1,751,3578.27,0.0
43819,475,1,773,3399.99,0.0
43820,476,1,751,3578.27,0.0
43821,477,1,749,3578.27,0.0
43822,478,1,752,3578.27,0.0
43823,479,1,770,699.0982,0.0
43824,480,1,768,699.0982,0.0
43825,481,1,752,3578.27,0.0
43826,482,1,775,3374.99,0.0
43827,483,1,768,699.0982,0.0
43828,484,1,749,3578.27,0.0
43829,485,1,749,3578.27,0.0
43830,486,1,750,3578.27,0.0
43831,487,1,776,3374.99,0.0
43832,488,1,749,3578.27,0.0
43833,489,1,749,3578.27,0.0
43834,490,1,775,3374.99,0.0
43835,491,1,775,3374.99,0.0
43836,492,1,761,699.0982,0.0
43837,493,1,777,3374.99,0.0
43838,494,1,752,3578.27,0.0
43839,495,1,750,3578.27,0.0
43840,496,1,762,699.0982,0.0
43841,497,1,753,3578.27,0.0
43842,498,1,751,3578.27,0.0
43843,499,2,774,2039.994,0.0
43843,500,2,778,2024.994,0.0
43843,501,2,742,722.5949,0.0
43843,502,5,777,2024.994,0.0
43843,503,2,748,722.5949,0.0
43843,504,1,741,0.0,0.0
43843,505,1,745,809.76,0.0
43843,506,2,771,2039.994,0.0
43843,507,2,709,5.7,0.0
43843,508,3,776,2024.994,0.0
43844,509,4,775,2024.994,0.0
43844,510,2,776,2024.994,0.0
43844,511,3,777,2024.994,0.0
43844,512,1,778,2024.994,0.0
43845,513,1,725,183.9382,0.0
43845,514,3,715,28.8404,0.0
43845,515,1,770,419.4589,0.0
43845,516,2,763,419.4589,0.0
43845,517,2,761,419.4589,0.0
43845,518,1,754,874.794,0.0
43845,519,2,765,419.4589,0.0
43845,520,2,753,2146.962,0.0
43845,521,1,729,183.9382,0.0
43845,522,4,712,5.1865,0.0
43846,523,3,729,183.9382,0.0
43846,524,1,712,5.1865,0.0
43846,525,1,738,178.5808,0.0
43846,526,1,725,183.9382,0.0
43847,527,1,715,28.8404,0.0
43847,528,1,712,5.1865,0.0
43847,529,1,758,874.794,0.0
43848,530,1,773,2039.994,0.0
43848,531,1,778,2024.994,0.0
43848,532,1,775,2024.994,0.0
43848,533,4,776,2024.994,0.0
43848,534,2,771,2039.994,0.0
43849,535,2,776,2024.994,0.0
43849,536,1,714,28.8404,0.0
43849,537,2,777,2024.994,0.0
43849,538,2,771,2039.994,0.0
43849,539,1,711,20.1865,0.0
43849,540,1,773,2039.994,0.0
43849,541,4,715,28.8404,0.0
43849,542,1,772,2039.994,0.0
43849,543,1,707,20.1865,0.0
43849,544,2,774,2039.994,0.0
43849,545,1,708,20.1865,0.0
43850,546,1,765,419.4589,0.0
43850,547,1,755,874.794,0.0
43850,548,1,761,419.4589,0.0
43850,549,2,762,419.4589,0.0
43850,550,1,753,2146.962,0.0
43850,551,3,725,183.9382,0.0
43850,552,1,729,183.9382,0.0
43850,553,3,758,874.794,0.0
43850,554,1,756,874.794,0.0
43850,555,3,732,356.898,0.0
43850,556,1,738,178.5808,0.0
43851,557,2,761,419.4589,0.0
43851,558,1,760,419.4589,0.0
43851,559,1,711,20.1865,0.0
43851,560,3,770,419.4589,0.0
43851,561,1,707,20.1865,0.0
43851,562,1,725,183.9382,0.0
43851,563,1,754,874.794,0.0
43851,564,3,738,178.5808,0.0
43851,565,1,753,2146.962,0.0
43851,566,1,765,419.4589,0.0
43851,567,1,712,5.1865,0.0
43851,568,3,708,20.1865,0.0
43852,569,1,776,2024.994,0.0
43853,570,2,777,2024.994,0.0
43853,571,1,773,2039.994,0.0
43853,572,1,771,2039.994,0.0
43853,573,4,776,2024.994,0.0
43853,574,2,775,2024.994,0.0
43853,575,3,778,2024.994,0.0
43854,576,2,758,874.794,0.0
43855,577,2,765,419.4589,0.0
43855,578,2,760,419.4589,0.0
43855,579,1,753,2146.962,0.0
43855,580,4,761,419.4589,0.0
43855,581,1,738,178.5808,0.0
43855,582,3,762,419.4589,0.0
43855,583,2,732,356.898,0.0
43855,584,1,766,419.4589,0.0
43855,585,1,726,183.9382,0.0
43855,586,2,770,419.4589,0.0
43855,587,1,725,183.9382,0.0
43855,588,1,755,874.794,0.0
43855,589,2,768,419.4589,0.0
43856,590,2,709,5.7,0.0
43856,591,1,777,2024.994,0.0
43857,592,1,760,419.4589,0.0
43857,593,1,765,419.4589,0.0
43857,594,2,762,419.4589,0.0
43857,595,3,758,874.794,0.0
43857,596,1,715,28.8404,0.0
43857,597,3,712,5.1865,0.0
43857,598,1,716,28.8404,0.0
43857,599,1,725,183.9382,0.0
43857,600,2,711,20.1865,0.0
43857,601,1,708,20.1865,0.0
43857,602,2,738,178.5808,0.0
43857,603,1,763,419.4589,0.0
43857,604,2,754,874.794,0.0
43857,605,2,707,20.1865,0.0
43858,606,2,762,419.4589,0.0
43858,607,2,761,419.4589,0.0
43858,608,5,770,419.4589,0.0
43858,609,1,765,419.4589,0.0
43858,610,2,738,178.5808,0.0
43858,611,3,763,419.4589,0.0
43858,612,2,754,874.794,0.0
43858,613,1,722,178.5808,0.0
43858,614,2,753,2146.962,0.0
43858,615,1,726,183.9382,0.0
43858,616,1,766,419.4589,0.0
43858,617,1,729,183.9382,0.0
43858,618,1,756,874.794,0.0
43859,619,1,715,28.8404,0.0
43859,620,1,762,419.4589,0.0
43859,621,3,758,874.794,0.0
43859,622,2,760,419.4589,0.0
43860,623,2,761,419.4589,0.0
43860,624,1,770,419.4589,0.0
43860,625,2,758,874.794,0.0
43860,626,2,765,419.4589,0.0
43860,627,1,732,356.898,0.0
43860,628,1,762,419.4589,0.0
43860,629,1,738,178.5808,0.0
43860,630,1,768,419.4589,0.0
43860,631,2,753,2146.962,0.0
43860,632,1,729,183.9382,0.0
43860,633,1,763,419.4589,0.0
43860,634,1,756,874.794,0.0
43861,635,1,732,356.898,0.0
43861,636,3,764,419.4589,0.0
43861,637,5,770,419.4589,0.0
43861,638,2,768,419.4589,0.0
43861,639,1,725,183.9382,0.0
43861,640,9,715,28.8404,0.0
43861,641,4,765,419.4589,0.0
43861,642,1,753,2146.962,0.0
43861,643,2,733,356.898,0.0
43861,644,2,730,183.9382,0.0
43861,645,2,766,419.4589,0.0
43861,646,4,711,20.1865,0.0
43861,647,3,754,874.794,0.0
43861,648,2,756,874.794,0.0
43861,649,2,729,183.9382,0.0
43861,650,4,760,419.4589,0.0
43861,651,2,755,874.794,0.0
43861,652,6,716,28.8404,0.0
43861,653,2,763,419.4589,0.0
43861,654,2,758,874.794,0.0
43861,655,9,712,5.1865,0.0
43861,656,2,761,419.4589,0.0
43861,657,4,707,20.1865,0.0
43861,658,1,738,178.5808,0.0
43861,659,3,714,28.8404,0.0
43861,660,2,722,178.5808,0.0
43861,661,3,708,20.1865,0.0
43862,662,4,771,2039.994,0.0
43862,663,1,741,0.0,0.0
43862,664,3,777,2024.994,0.0
43862,665,4,773,2039.994,0.0
43862,666,2,747,714.7043,0.0
43862,667,2,748,722.5949,0.0
43862,668,2,774,2039.994,0.0
43862,669,1,745,809.76,0.0
43862,670,4,709,5.7,0.0
43863,671,1,758,874.794,0.0
43863,672,1,712,5.1865,0.0
43863,673,1,760,419.4589,0.0
43863,674,1,762,419.4589,0.0
43864,675,5,772,2039.994,0.0
43864,676,1,747,714.7043,0.0
43864,677,2,741,0.0,0.0
43864,678,2,778,2024.994,0.0
43864,679,4,776,2024.994,0.0
43864,680,1,748,722.5949,0.0
43864,681,2,771,2039.994,0.0
43864,682,4,773,2039.994,0.0
43864,683,1,745,809.76,0.0
43865,684,1,758,874.794,0.0
43865,685,2,770,419.4589,0.0
43865,686,1,753,2146.962,0.0
43865,687,4,760,419.4589,0.0
43865,688,1,725,183.9382,0.0
43865,689,4,729,183.9382,0.0
43865,690,1,762,419.4589,0.0
43865,691,2,763,419.4589,0.0
43865,692,5,715,28.8404,0.0
43865,693,1,738,178.5808,0.0
43865,694,3,712,5.1865,0.0
43865,695,3,765,419.4589,0.0
43865,696,3,761,419.4589,0.0
43865,697,3,754,874.794,0.0
43866,698,1,771,2039.994,0.0
43866,699,1,777,2024.994,0.0
43866,700,2,709,5.7,0.0
43867,701,1,708,20.1865,0.0
43867,702,1,774,2039.994,0.0
43867,703,2,776,2024.994,0.0
43867,704,2,715,28.8404,0.0
43867,705,2,773,2039.994,0.0
43867,706,2,709,5.7,0.0
43867,707,3,714,28.8404,0.0
43867,708,4,771,2039.994,0.0
43867,709,2,711,20.1865,0.0
43867,710,1,707,20.1865,0.0
43867,711,2,778,2024.994,0.0
43867,712,4,712,5.1865,0.0
43867,713,2,743,714.7043,0.0
43867,714,1,748,722.5949,0.0
43867,715,3,742,722.5949,0.0
43867,716,2,741,0.0,0.0
43867,717,2,777,2024.994,0.0
43867,718,1,716,28.8404,0.0
43868,719,1,749,2146.962,0.0
43869,720,1,747,714.7043,0.0
43869,721,5,775,2024.994,0.0
43869,722,2,777,2024.994,0.0
43869,723,2,745,809.76,0.0
43869,724,5,771,2039.994,0.0
43869,725,4,772,2039.994,0.0
43869,726,1,743,714.7043,0.0
43869,727,1,774,2039.994,0.0
43869,728,5,778,2024.994,0.0
43869,729,2,742,722.5949,0.0
43870,730,3,760,419.4589,0.0
43870,731,2,762,419.4589,0.0
43870,732,3,715,28.8404,0.0
43870,733,3,770,419.4589,0.0
43870,734,1,758,874.794,0.0
43871,735,1,712,5.1865,0.0
43871,736,1,761,419.4589,0.0
43871,737,2,729,183.9382,0.0
43871,738,2,707,20.1865,0.0
43871,739,1,758,874.794,0.0
43871,740,1,725,183.9382,0.0
43871,741,1,762,419.4589,0.0
43871,742,2,715,28.8404,0.0
43871,743,3,754,874.794,0.0
43871,744,1,753,2146.962,0.0
43871,745,4,708,20.1865,0.0
43871,746,2,760,419.4589,0.0
43871,747,3,770,419.4589,0.0
43871,748,4,711,20.1865,0.0
43872,749,1,763,419.4589,0.0
43872,750,1,708,20.1865,0.0
43872,751,3,758,874.794,0.0
43872,752,2,756,874.794,0.0
43872,753,1,765,419.4589,0.0
43872,754,2,711,20.1865,0.0
43872,755,4,707,20.1865,0.0
43872,756,2,725,183.9382,0.0
43872,757,1,732,356.898,0.0
43872,758,1,738,178.5808,0.0
43872,759,1,753,2146.962,0.0
43872,760,2,754,874.794,0.0
43872,761,1,755,874.794,0.0
43872,762,4,716,28.8404,0.0
43872,763,1,760,419.4589,0.0
43872,764,4,712,5.1865,0.0
43873,765,6,770,419.4589,0.0
43873,766,2,764,419.4589,0.0
43873,767,2,749,2146.962,0.0
43873,768,5,726,183.9382,0.0
43873,769,5,729,183.9382,0.0
43873,770,1,755,874.794,0.0
43873,771,1,738,178.5808,0.0
43873,772,3,766,419.4589,0.0
43873,773,3,722,178.5808,0.0
43873,774,5,758,874.794,0.0
43873,775,5,760,419.4589,0.0
43873,776,3,733,356.898,0.0
43873,777,2,768,419.4589,0.0
43873,778,1,756,874.794,0.0
